一方面	on the one hand
选	choose; select; pick; to choose; to pick; to select; to elect
能够	be able to; can; to be capable of; to be able to; can
墙壁	wall
传媒	media
钦佩	Admire; to admire; to look up to; to respect sb greatly
有利于	in favour of; make for; to the benefit of; avail; to be advantageous to; to be beneficial for
厨师	chef; cook; cook; chef
路口	intersection; crossing; crossing; intersection (of roads)
拿到	get; to get; to obtain
反响	repercussion; echo; reverberation; reaction; repercussions; reaction; echo
足	foot; leg; sufficient; ample; enough; full; fully; as much as; excessive||(bound form) foot; leg; sufficient; ample; as much as; fully
自我	oneself; self; self-/ego (psychology)
下边	below; under; under; the underside; below
过渡	to cross over (by ferry); transition; interim; caretaker (administration)
培训班	training class
看管	look after; guard; watch; attend; to look after
但是	but; however; but; however
当代	Contemporary; the present age; the contemporary era
保	defend; protect; keep; guarantee; ensure; to defend; to protect; to keep; to guarantee; to ensure; civil administration unit in the baojia 保甲[bǎo jiǎ] system (old); Bulgaria (abbr. for 保加利亞|保加利亚[bǎo jiā lì yà])
大姐	big sister; elder sister; older sister (also polite term of address for a girl or woman slightly older than the speaker)
前边	in front; front; the front side; in front of
章	chapter; section; order; regulation; seal; chapter; section; clause; movement (of symphony); seal; badge; regulation; order; surname Zhang
地铁站	subway station
编	invent; make up; plait; edit; compile; compose; write; to weave; to plait; to organize; to group; to arrange; to edit; to compile; to write; to compose; to fabricate; to make up
模特儿	model; (fashion) model (loanword)
昌盛	Prosperity; prosperous
层面	level; aspect; facet; level (political, psychological, spiritual etc); (geology) bedding plane
干吗	Why; see 幹嘛|干嘛[gàn má]
参赛	take part in match; enter the competition; to compete; to take part in a competition
外观	exterior; outward appearance; outward; outward appearance
增进	enhance; promote; to promote; to enhance; to further; to advance (a cause etc)
镇	town; tranquil; suppress; press down; keep down; to press down; to calm; to subdue; to suppress; to guard; garrison; small town; to cool or chill (food or drinks)
汉字	Chinese character; Chinese character/CL:个[gè]/Japanese: kanji/Korean: hanja/Vietnamese: hán tự
名人	celebrity; famous person; personage; celebrity
市区	downtown area; urban district; urban district; downtown; city center
消除	eliminate; to eliminate; to remove
协议	agreement; pact; protocol; CL:项[xiàng]
占有	own; possess; have; occupy; hold; having; to have; to own; to hold; to occupy; to possess; to account for (a high proportion etc)
各个	each; every; various; separately, one by one
拍摄	film; shoot; to take (a picture); to shoot (a film)
星期天	Sunday; Sunday/CL:个[gè]
加油	oil; refuel; make an all-out effort; to add oil; to top up with gas; to refuel; to accelerate; to step on the gas; (fig.) to make an extra effort; to cheer sb on
楼梯	stairs; staircase; stairway; stair; staircase; CL:个[gè]
礼	ceremony; rite; courtesy; manners; gift; abbr. for 禮記|礼记[lǐ jì], Classic of Rites; gift; rite; ceremony; propriety; etiquette; courtesy; surname Li; CL:份[fèn]
肯	agree; consent; be willing to; be ready to; to agree; to consent; to be willing to
上楼	go upstairs; to go upstairs
畅通	unimpeded; unblocked; unimpeded; free-flowing; straight path; unclogged; move without obstruction
国庆	National Day
道路	road; way; path; road; path; way; CL:条[tiáo]
面对面	face to face; surface-to-surface; face to face
测试	test; examination; to test (machinery etc)/to test (a person's skill in a particular area)/a test/(computing) beta (version of software)
两手	two hands; dual tactics; one's two hands; two prongs (of a strategy); both aspects, eventualities etc; skills; expertise
夺	seize; snatch; rob; contend for; deprive; decide; to seize; to take away forcibly; to wrest control of; to compete or strive for; to force one's way through; to leave out; to lose
红酒	red wine
柱子	post; pillar; pillar/CL:根[gēn]
处长	the head of a department; section chief; department head; section chief
其	his; her; its; their; he; she; it; they; such; that; his; her; its; their; that; such; it (refers to sth preceding it)
出来	come; to come out; to appear; to arise||(after a verb, indicates coming out, completion of an action, or ability to discern or detect)
上台	appear on the stage; come into power; to rise to power (in politics)/to go on stage (in the theater)
跳远	long jump; broad jump; long jump (athletics)
决策	make policy; strategic decision; decision-making; policy decision; to determine policy
点名	rollcall; mention sb. by name; roll call; to mention sb by name; (to call or praise or criticize sb) by name
转化	change; transform; to change; to turn; to convert/(genetics) to transform/(chemistry) isomerization
文艺	literature; literature and art
凡是	each and every; every; all; any
看病	see a doctor; to visit a doctor; to see a patient
中外	at home and abroad; Chinese and foreign; home and abroad; Sino-foreign; Chinese-foreign
电话	phone; telephone/CL:部[bù]/phone call/CL:通[tōng]/phone number
日夜	day and night; round the clock; day and night; around the clock
解	separate; divide; untie; allay; explain; understand; to break up; to split; to separate; to dissolve; to solve; to melt; to remove; to untie; to loosen; to open; to emancipate; to explain; to understand; to know; a solution; a dissection||to transport under guard||acrobatic display (esp. on horseback) (old); variant of 懈[xiè] and 邂[xiè] (old); surname Xie||to divide
研究生	postgraduate; graduate student; graduate student; postgraduate student; research student
冰	ice; to chill sth; (of an object or substance) to feel cold; (of a person) cold; unfriendly; (slang) methamphetamine; CL:块[kuài]
隔开	separate; space out; separation; partition; to separate
好听	pleasant to hear
猛	fierce; violent; abrupt; suddenly; with a rush; ferocious; fierce; violent; brave; suddenly; abrupt; (slang) awesome
隔	partition; separate; divide; to separate; to partition; to stand or lie between; at a distance from; after or at an interval of
乐	happy; laugh; cheerful; cheerful; to laugh||music; surname Le||surname Yue||happy
热水器	water heater; hot-water heater; water heater
邮票	postage stamp; stamp; (postage) stamp/CL:枚[méi],张[zhāng]
动态	dynamic; movement; motion; development; trend; dynamic (science)
正版	genuine; legal copy; genuine; legal; see also 盜版|盗版[dào bǎn]
快活	happy; cheerful
王	king; monarch; head; chief; best or strongest of its type; grand; great||to rule; to reign over; surname Wang||king or monarch
一路	all the way; take the same route; the whole journey; all the way; going the same way; going in the same direction; of the same kind
四周	all around
获取	gain; obtain; to gain; to get; to acquire
环	ring; loop; link; annulus; ring; hoop; loop; (chain) link; classifier for scores in archery etc; to surround; to encircle; to hem in; surname Huan
约	appointment; agreement; arrange; restrict; to weigh in a balance or on a scale||to make an appointment; to invite; approximately; pact; treaty; to economize; to restrict; to reduce (a fraction); concise
新兴	new; emerging; newly-developing; (of markets, industries, infectious diseases etc) rising; emerging; in the ascendant; Xinxing county in Yunfu 雲浮|云浮[yún fú], Guangdong; Xinxing or Hsinhsing district of Kaohsiung city 高雄市[gāo xióng shì], south Taiwan
早已	long ago; for a long time; for a long time; long since/(dialect) in the past
收看	watch; to watch (a TV program)
球	ball; sphere; globe; ball game; match; CL:个[gè]; CL:场[chǎng]
舞	dance; dancing; flourish; wield; to dance; to wield; to brandish
止	stop; only; just; till; to; to stop; to prohibit; until; only
这边	this side; here
皮	skin; leather; fur; cover; sheet; leather; skin; fur; pico- (one trillionth); naughty; surname Pi; CL:张[zhāng]
智能	Intelligence; intelligent; able; smart (phone, system, bomb etc)
再生	regeneration; regenerate; revive; to be reborn; to regenerate; to be a second so-and-so (famous dead person); recycling; regeneration
会长	president; chairman; president of an organization; president of a club, committee etc
网友	net friend; online friend/Internet user
产业	industry; estate; property; industrial
更新	renovate; renew; to replace the old with new; to renew; to renovate; to upgrade; to update; to regenerate
轨道	track; track (for trains etc); orbit (of a satellite); (fig.) a person's established path in life; desired trajectory (of a business or other endeavor); (audio engineering) track; (quantum mechanics) orbital
美	beautiful; pretty; (bound form) the Americas (abbr. for 美洲[měi zhōu]); (bound form) USA (abbr. for 美國|美国[měi guó]); beautiful; very satisfactory; good; to beautify; to be pleased with oneself
办	do; to do; to manage; to handle; to go about; to run; to set up; to deal with
监测	monitor; to monitor
集团	group; bloc; corporation; conglomerate
过年	celebrate the New Year; to celebrate the Chinese New Year
船长	captain; skipper; captain (of a boat)/skipper
水泥	cement; cement/CL:袋[dài]
险	danger; risk; danger; dangerous; sinister; nearly; danger; dangerous; rugged
车辆	car; vehicle; vehicle
园	garden; an area of land for growing plants; a place for public recreation; land used for growing plants; site used for public recreation; abbr. for a place ending in 園|园, such as a botanical garden 植物園|植物园, kindergarten 幼兒園|幼儿园 etc; surname Yuan
单	single; odd; unlined; thin; weak; only; alone; list; form; single; only; sole; odd number; surname Shan||bill; CL:个[gè]
花园	garden; garden/CL:座[zuò],个[gè]
露	reveal; expose; show; betray; dew; reveal; show; to reveal; to betray; to expose||dew; syrup; nectar; outdoors (not under cover); to show; to reveal; to betray; to expose; surname Lu||to show
治病	treat a disease; treat an illness; to treat an illness
正规	regular; according to standards
田	field; farm; field; farm; surname Tian; CL:片[piàn]
热量	calories; heat; quantity of heat; heat; quantity of heat; calorific value
冒	give off; risk; bold; boldly; to emit; to give off; to send out (or up, forth); to brave; to face; (bound form) reckless; to falsely adopt (sb's identity etc); to feign; (literary) to cover; surname Mao
以内	within; less than
高价	high price
发行	issue; to publish; to issue; to release; to distribute
陆军	army; ground force; land force; army; ground forces
前头	front; thereinbefore; in front; at the head; ahead; above
贪钱 	greedy; 
查询	inquire; demand; to check; to inquire; to consult (a document etc); inquiry; query
加	add; increase; put in; to add; plus; (used after an adverb such as 不, 大, 稍 etc, and before a disyllabic verb, to indicate that the action of the verb is applied to sth or sb previously mentioned); to apply (restrictions etc) to (sb); to give (support, consideration etc) to (sth); surname Jia; Canada (abbr. for 加拿大[jiā ná dà])
航空	aviation
立	stand; erect; stand; found; set up; upright; vertical; to stand; to set up; to establish; to lay down; to draw up; at once; immediately; surname Li
录像	video; video tape; to videotape; to videorecord; video recording; CL:盘[pán]
稳	steady; stable; sure; certain; settled; steady; stable
洋	ocean; vast; multitudinous; foreign; ocean; vast; foreign; silver dollar or coin
快餐	fast food; snack; quick meal
什么样	what kind; what kind?; what sort?
启事	Notice; announcement (written, on billboard, letter, newspaper or website); to post information; a notice
赖	rely; poor; bilk ; disclaim; (Tw) (coll.) LINE messaging app; to depend on; to hang on in a place; bad; to renege (on promise); to disclaim; to rat (on debts); rascally; to blame; to put the blame on; surname Lai
吞	swallow; gulp; annex; possess; to swallow; to take
前天	the day before yesterday
书桌	desk; writing desk; desk/CL:张[zhāng]
细菌	Bacteria; bacterium; germ
移	move; remove; shift; change; alter; to move; to shift; to change; to alter; to remove
党	party; association; club; society; surname Dang; CL:个[gè]
爽	bright; clear; frank; straightforward; openhearted; feel well; bright; clear; crisp; open; frank; straightforward; to feel well; fine; pleasurable; invigorating; to deviate
光辉	radiance; glory; brilliant; magnificent
作出	make (a decision, etc.); to put out; to come up with; to make (a choice, decision, proposal, response, comment etc); to issue (a permit, statement, explanation, apology, reassurance to the public etc); to draw (conclusion); to deliver (speech, judgment); to devise (explanation); to extract
好看	good looking; good-looking; nice-looking; good (of a movie, book, TV show etc); embarrassed; humiliated
产量	output; yield; volume of production; output
挖	dig; excavate; scoop; to dig; to excavate; to scoop out
总经理	general manager; general manager/CEO
祖父	grandfather; father's father; paternal grandfather
档案	archives; file; record; archive
拿出	take out; to take out; to put out; to provide; to put forward (a proposal); to come up with (evidence)
如同	as; like; like; as
抬头	look up; gain ground; raise one’s head; to raise one's head; to gain ground; account name, or space for writing the name on checks, bills etc
城乡	urban and rural; city and countryside; city and countryside
待会儿	after a while; later; in a moment; later
优质	high quality; high grade; excellent quality
周年	anniversary; annual
出于	out of; start from; proceed from; stem; due to; to stem from
数目	number; amount; amount; number
专利	patent; sth uniquely enjoyed (or possessed etc) by a certain group of people; monopoly
人权	human rights
大规模	large-scale; extensive; large scale; extensive; wide scale; broad scale
摇头	shake one’s head; to shake one's head
接下来	to accept; to take; next; following
听取	listen to; hear; to hear (news); to listen to
南方	south; southern China (areas to the south of the Yangtze River)
田径	Athletics; track and field (athletics)
多云	cloudy; cloudy (meteorology)
相机	camera; camera (abbr. for 照相機|照相机[zhào xiàng jī]); at the opportune moment; as the circumstances allow
犯	commit; offend; violate; work against; criminal; to violate; to offend; to assault; criminal; crime; to make a mistake; recurrence (of mistake or sth bad)
创新	innovate; to bring forth new ideas; to blaze new trails; innovation
尖	pointed; shrill; sharp; acute; point; tip; top; pointed; tapering; sharp; (of a sound) shrill; piercing; (of one's hearing, sight etc) sharp; acute; keen; to make (one's voice) shrill; sharp point; tip; the best of sth; the cream of the crop
播出	broadcast; on the air; to broadcast; to air (a TV program etc)
总数	tote; sum; totality; total; sum; aggregate
客气	polite; courteous; modest; polite; courteous; formal; modest
父女	father and daughter
布满	be full of; to be covered with; to be filled with
海浪	sea wave
近来	recently; lately
大纲	outline; main point; compendium; synopsis; outline; program; leading principles
寒冷	cold; frigid; chill; frigidity; cold (climate); frigid; very cold
设置	Set up; to set up; to install
青年	youth; young; youth; youthful years; young person; the young
胚子	Embryon; 
广	broad; wide; vast; extensive; numerous; spread; "house on a cliff" radical in Chinese characters (Kangxi radical 53), occurring in 店, 序, 底 etc||surname Guang||wide; numerous; to spread
有空儿	be free; at leisure; to have time (to do sth)
居住	live; to reside; to dwell; to live in a place; resident in
忍受	bear; to bear; to endure
一句话	in a word; in short; one sentence; in a word; in short
之前	before; prior to; before; prior to; ago; previously; beforehand
特定	given; special; specific; designated; particular
可乐	coke; cola; amusing; entertaining; (loanword) cola
应	answer; respond; agree; should; ought to; should; ought to; answer; respond; promise; should; ought to; must; (legal) shall||to answer; to respond; to comply with; to deal or cope with; surname Ying
统计	statistics; to count; to add up
看成	regard as; consider as; treat; to regard as
测量	measure; survey; to measure; to gauge; to determine
形	form; shape; body; entity; appear; look; to appear; to look; form; shape
名胜	a place of interest; scenic spot; a place famous for its scenery or historical relics; scenic spot; CL:处[chù]
排球	volleyball; volleyball/CL:个[gè]
急	fast; anxious; urgent; annoyed; urgent; pressing; rapid; hurried; worried; to make (sb) anxious
外国	foreign country; foreign (country)/CL:个[gè]
只有	only; only have .../there is only .../(used in combination with 才[cái]) it is only if one ... (that one can ...) (Example: 只有通過治療才能痊愈|只有通过治疗才能痊愈[zhǐ yǒu tōng guò zhì liáo cái néng quán yù] "the only way to cure it is with therapy")/it is only ... (who ...) (Example: 只有男性才有此需要[zhǐ yǒu nán xìng cái yǒu cǐ xū yào] "only men would have such a requirement")/(used to indicate that one has no alternative) one can only (do a certain thing) (Example: 只有屈服[zhǐ yǒu qū fú] "the only thing you can do is give in")
瓶	bottle; vase; pitcher; classifier for wine and liquids; CL:个[gè]
主体	main body; main part; principal part; subject; main part; bulk; body; subject; agent
捐助	offer; contribute; donate; donation; to donate; to offer (aid); contribution; donation
陪同	accompany; companion; to accompany
有限	limited; finite; limited; finite
版	printing plate; edition; version; a register; block of printing; edition; version; page
设立	Establish; to set up; to establish
增产	increase production; to increase production
床	bed; couch; classifier for beds; CL:张[zhāng]
选手	Player; athlete; contestant
不良	bad; harmful; unhealthy; bad; harmful; unhealthy
港口	port; harbor
人士	Personage; person; figure; public figure
撤销	repeal; retract; to repeal; to revoke; (computing) to undo
国产	domestic; made in one’s country; domestically produced
结	bear; form; knit; knot; (of a plant) to produce (fruit or seeds); sturdy; bond; to tie; to bind; to check out (of a hotel)
得分	score; to score
形态	shape; form; pattern; morphology
影星	movie star; film star
番茄	tomato
传言	hearsay; rumour; pass on a message; rumor; hearsay
抵抗	to resist; resistance
画面	frames; picture; scene; tableau; picture; image; screen (displayed by a computer); (motion picture) frame; field of view
漫画	caricature; cartoon; Japanese manga
约束	bind; restrain; to restrict; to limit to; to constrain; restriction; constraint
内外	inside and outside; around; inside and outside; domestic and foreign; approximately; about
捉	clutch; grasp; hold; capture; to clutch; to grab; to capture
合成	to compose; to constitute; compound; synthesis; mixture; synthetic
老朋友	old friend; (slang) period; menstruation
师生	teacher and student; teachers and students
的话	if; if (coming after a conditional clause)
通红	flush; very red; very red; red through and through; to blush (deep red)
胸部	chest; thorax; breast; chest; bosom
审查	Examination; to examine; to investigate; to censor out; censorship
只是	merely; only; just; merely; only; just; nothing but; simply; but; however
期中	interim; midterm
打车	take a taxi; to take a taxi (in town)/to hitch a lift
本人	me; myself; oneself; yourself; himself; herself; the person concerned; I
电动车	electric car; electric vehicle (scooter, bicycle, car etc)
通话	call; converse; communicate by phone; to hold a conversation; to talk over the telephone; phone call
高速	high speed; expressway (abbr. for 高速公路[gāo sù gōng lù])
减	subtract; reduce; decrease; cut; minus; to lower; to decrease; to reduce; to subtract; to diminish
上升	rise; go up; to rise; to go up; to ascend
法制	legal system; legal system and institutions; made in France
城	city; town; city walls; city; town; CL:座[zuò],道[dào],个[gè]
鸡	fowl; chicken; (slang) prostitute; CL:只[zhī]
大小	large and small; size; adults and children; consideration of seniority; at any rate
品种	Varieties; breed; variety; CL:个[gè]
自	from; since; self; oneself; (bound form) self; oneself; from; since; naturally; as a matter of course
求职	job hunting; job wanted; to seek employment
纠纷	dissension; tangle; dispute
定位	locate; location; positioning; registration; to orientate; to position; to categorize (as); to characterize (as); positioning; position; niche
民意	public opinion; popular will; public will; public opinion; popular will; public will
亲属	kinsfolk; relatives; cognate; kin; kindred; relatives
上车	get on; to get on or into (a bus, train, car etc)
此前	before; before this; before then; previously
那些	those
自主	Autonomy; independent; to act for oneself; autonomous
引进	introduce from elsewhere; bring in; recommend; to recommend; to introduce (from outside)
薪水	salary; wage
能否	can; whether; whether or not; can it or can't it; is it possible?
稍	a little; a bit; trifle; somewhat; somewhat; a little||see 稍息[shào xī]
分离	separate; sever; dissociate; detachment; to separate
说法	way of saying a thing; statement; version; wording; to expound Buddhist teachings||way of speaking; wording; formulation; one's version (of events); statement; theory; hypothesis; interpretation
此	this; these; now; here; this; these
活	live; save; work; living; alive; to live; alive; living; work; workmanship
依据	according to; basis; foundation
要好	be close friends; try hard to make progress; better; to be on good terms; to be close friends; striving for self-improvement
主管	Executive director; in charge; responsible for; person in charge; manager
三明治	sandwich; sandwich (loanword)/CL:个[gè]
演唱会	concert; vocal recital or concert
正是	exactly; is precisely
成本	cost; (manufacturing, production etc) costs
添	add; increase; have a baby; to add; to increase; to replenish
出入	come in and go out; discrepancy; divergence; to go out and come in; entrance and exit; expenditure and income; discrepancy; inconsistent
月球	Moon; the moon
大事	event; in a big way; major event; major political event (war or change of regime); major social event (wedding or funeral); (do sth) in a big way; CL:件[jiàn],桩[zhuāng]
以外	beyond; outside; other than; except; apart from; other than; except for; external; outside of; on the other side of; beyond
中华	China; China (alternate formal name)
节能	energy conservation; energy saving; to save energy; energy-saving
入学	admission; start school; to enter a school or college; to go to school for the first time as a child
一路上	all the way; along the way; along the way; the whole way; (fig.) the whole time
英语	English; English (language)
画儿	painting; drawing; picture; drawing; painting
看起来	look like; seemingly; apparently; looks as if; appears to be; gives the impression that; seems on the face of it to be
短期	short term; short-term
精美	exquisite; elegant; fineness; refineness; exquisite; elegant; fine
伤员	wounded; wounded person
实行	Implement; to implement; to carry out; to put into practice
泪	tear; teardrop; tears
长跑	long-distance race; long distance run; long-distance running
尽可能	as much as possible; as far as possible; to the best of one's ability||see 儘可能|尽可能[jǐn kě néng]
多数	most; majority; majority; most
大大	greatly; enormously; greatly; enormously; (dialect) dad; uncle
观看	watch; view; to watch; to view
请问	excuse me; Excuse me, may I ask...?
笑脸	smiley; smiling face; smiling face; smiley :) ☺; CL:副[fù]
夜里	during the night; at night; nighttime
高科技	high technology; high tech; high tech; high technology
信用	credit; trustworthiness/(commerce) credit/(literary) to trust and appoint
能不能	can or not; 
伤	hurt; be harmful; be distressed; get sick of; to injure; injury; wound
气	air; gas; breath; gas; air; smell; weather; to make angry; to annoy; to get angry; vital energy; qi
矿	mine; ore; mineral deposit; ore deposit; ore; a mine
毫米	millimeter
乳制品	dairy product; dairy products
词	word; statement; speech; lyrics; a form of lyric poetry, flourishing in the Song dynasty 宋朝|宋朝[sòng cháo] (CL:首[shǒu])
闪	dodge; get out of the way; sprain; flash; sparkle; shine; lightning; to dodge; to duck out of the way; to beat it; shaken (by a fall); to sprain; to pull a muscle; lightning; spark; a flash; to flash (across one's mind); to leave behind; (Internet slang) (of a display of affection) "dazzlingly" saccharine; surname Shan
平原	field; plain; CL:个[gè]
帅哥	handsome boy; handsome guy; lady-killer; handsome (form of address)
仪器	instrument; apparatus/CL:台[tái]
大厅	hall; lobby
共享	enjoy together; share; to share; to enjoy together
吸管	straw; (drinking) straw; pipette; eyedropper; snorkel; CL:支[zhī]
写字楼	office building
金牌	gold medal; gold medal/CL:枚[méi]
线索	Clue; trail; clues; thread (of a story)
浮	float; swim; superficial; movable; temporary; pumice; to float; superficial; floating; unstable; movable; provisional; temporary; transient; impetuous; hollow; inflated; to exceed; superfluous; excessive; surplus
入门	introduction to a subject; elementary course; entrance door; to enter a door; introduction (to a subject); to learn the basics of a subject
改造	transform; reform; to transform; to reform; to remodel; to remold
钢琴	piano; pianoforte; piano/CL:架[jià],台[tái]
博客	blog; blog (loanword); weblog; blogger
此时	this moment; now; now; this moment
鼓	drum; beat; rouse; bulging; drum; to drum; to strike; to rouse; to bulge; to swell; CL:通[tòng],面[miàn]
治	rule; govern; manage; cure; treatment; to rule; to govern; to manage; to control; to harness (a river); to treat (a disease); to wipe out (a pest); to punish; to research
波浪	wave
查出	trace; find out; discover; find out; to find out; to discover
科技	science and technology
定	decide; fix; book; order; calm; stable; to fix; to set; to make definite; to subscribe to (a newspaper etc); to book (tickets etc); to order (goods etc); to congeal; to coagulate; (literary) definitely
没错	that’s right; that's right; sure!; rest assured!; that's good; can't go wrong
剩下	be left over; remain; to remain; to be left over
部	unit; ministry; department;  part; section; ministry; department; section; part; division; troops; board; classifier for works of literature, films, machines etc
乐曲	music; musical composition; musical composition
胡子	mustache; beard; beard; mustache or whiskers; facial hair; (coll.) bandit; CL:撮[zuǒ],根[gēn]
很难说	hard to say; 
usb	USB; 
挨打	take a beating; get a thrashing; come under attack; to take a beating; to get thrashed; to come under attack
网页	web page
吃饭	have meal; to have a meal; to eat; to make a living
农产品	produce; farm produce; agricultural products; agricultural produce
利	sharp; favourable; advantage; benefit; profit; interest; sharp; favorable; advantage; benefit; profit; interest; to do good to; to benefit; surname Li
全国	nationwide; entire country; whole nation; nationwide; countrywide; national
上课	attend class; have a class; to go to class; to attend class; to go to teach a class
消防	firefighting; fire control
来源	source; source (of information etc)/origin
家园	home; homeland; homestead; home; homeland
母鸡	hen; don't know (humorous slang mimicking Cantonese 唔知, Jyutping: m4 zi1)
托	support from under; set off; entrust; plead; rely; to hold up in one's hand; to support with one's palm; sth serving as a support: a prop, a rest (e.g. arm rest); (bound form) a shill; to ask; to beg; to entrust (variant of 托[tuō]); torr (unit of pressure); to trust; to entrust; to be entrusted with; to act as trustee
课题	topic; task; problem; issue
回顾	review; look back; to look back; to review
嘴巴	mouth; mouth (CL:张[zhāng])/slap in the face (CL:个[gè])
美容	beauty; cosmetology; to improve one's appearance (using cosmetics or cosmetic surgery); to make oneself more attractive; to beautify
卫星	satellite; moon; CL:颗[kē]
见到	see; to see
煤	coal; coal/CL:块[kuài]
大胆	bold; daring; audacious; audacity; brazen; audacious; outrageous; bold; daring; fearless
高考	college entrance examination; college entrance exam (especially as abbr. for 普通高等學校招生全國統一考試|普通高等学校招生全国统一考试[pǔ tōng gāo děng xué xiào zhāo shēng quán guó tǒng yī kǎo shì])/(Tw) entrance exam for senior government service posts (abbr. for 公務人員高等考試|公务人员高等考试)
无边	boundless; without boundary; not bordered
外面	outside; outdoors; outward appearance; surface; exterior; external appearance
放到	put to; put into; 
碰到	meet; run into; bump into; to come across; to run into; to meet; to hit
老家	hometown; home state; native place; place of origin; home state or region
首脑	head; leader; headman; head (of state)/summit (meeting)/leader
神	god; deity; divinity; spirit; expression; look; supernatural; magical; god; deity; supernatural; magical; mysterious; spirit; mind; energy; lively; expressive; look; expression; (coll.) awesome; amazing; God
频繁	frequently; often
堵	stop up; block up; stifled; suffocated; oppressed; to block up (a road, pipe etc); to stop up (a hole); (fig.) (of a person) choked up with anxiety or stress; wall (literary); (classifier for walls)
晚	evening; night; late
联手	join hands; lit. to join hands; to act together
成交	Deal; to complete a contract; to reach a deal
市	market; city; CL:个[gè]
天下	world; land under heaven; the whole world; the whole of China; realm; rule
当前	current; the present time; to be faced with
手	hand; (formal) to hold; person engaged in certain types of work; person skilled in certain types of work; personal(ly); convenient; classifier for skill; CL:双[shuāng],只[zhī]
高潮	climax; high tide; high water; upsurge; peak of activity; climax (of a story, a competition etc); to have an orgasm
中期	mid-term; metaphase; middle (of a period of time)/medium-term (plan, forecast etc)
平手	(sports) draw; tie
听到	hear; to hear
打动	move; touch; to move (to pity)/arousing (sympathy)/touching
神情	expression; look; look; expression
餐	food; meal; eat; meal; to eat; classifier for meals
早	early; morning; long ago; prematurely; Good morning!
脆	crisp; brittle; fragile; clear voice; brittle; fragile; crisp; crunchy; clear and loud voice; neat
整顿	rectify; to tidy up; to reorganize; to consolidate; to rectify
单一	single; unitary; sole; single; only; sole
爱国	love one’s country; be patriotic; to love one's country; patriotic
显	show; appear;  obvious; noticeable; illustrious; to make visible; to reveal; prominent; conspicuous; (prefix) phanero-
既	already; since; as; already; since; both... (and...)
专题	special collection; specific topic (addressed by a book, lecture, TV program etc)/article, report or program etc on a specific topic
没电🪫	No battery🪫; 
金额	money; sum; amount; sum of money; monetary value
含	contain; cherish; nurse; keep; to keep in the mouth; to contain
物品	article; goods; item; articles; goods
驾照	driving license; driver's license
壮观	grand; sublime; spectacular; magnificent sight
推进	advance; carry forward; push on; give impetus to; to impel; to carry forward; to push on; to advance; to drive forward
给予	give; (literary) to give; to accord; to render
依旧	as before; still
撒娇	Act like a spoiled child; to act like a spoiled child; to throw a tantrum; to act coquettishly
微信	WeChat (a Chinese social app); Weixin or WeChat (mobile text and voice messaging service developed by Tencent 騰訊|腾讯[téng xùn])
踏	step on; stamp; tread; trample; see 踏實|踏实[tā shi]||to tread; to stamp; to step on; to press a pedal; to investigate on the spot
夏季	summer
想起	remember; recall; think of; call to mind; to recall; to think of; to call to mind
南北	north and south; north to south
珠宝	jewelry; pearls; jewels; precious stones
闲	not busy; idle; unoccupied; leisure; stay idle; enclosure; (variant of 闲[xián]) idle; unoccupied; leisure; idle; unoccupied; leisure
下周	next week
一次性	disposable; single use; one-off (offer); one-time; single-use; disposable (goods)
找出	find out; to find; to search out
上来	come up; to come up; to approach; (verb complement indicating success)
赞助	Sponsor; to support; to assist; to sponsor
旅客	passenger; traveler; traveler; tourist
乘车	riding; ride; to ride (in a car or carriage); to drive; to motor
键	key; bond; key (on a piano or computer keyboard); button (on a mouse or other device); chemical bond; linchpin
这么	so; such; this way; like this; so much; this much; how much?; this way; like this
停车	park; to pull up (stop one's vehicle); to park; (of a machine) to stop working; to stall
终身	lifelong; all one's life; marriage
失误	An error; lapse; mistake; to make a mistake; fault; service fault (in volleyball, tennis etc)
管道	pipeline; channel; tunnel; piping; tubing; tubing; pipeline; (fig.) channel; means
难度	difficulty; degree of difficulty
不时	from time to time; now and then; occasionally; frequently
步行	go on foot; walk; to go on foot; to walk
变换	transform; convert; vary; alternate; to transform; to convert; to vary; to alternate; a transformation
车展	auto show; car exhibition; motor show
松树	pine tree; pine; pine; pine tree; CL:棵[kē]
裁判	(law) to judge; to adjudicate; verdict; judgement/(sports) to referee/(sports) umpire; referee; judge
期末	end of term
洗衣粉	laundry detergent; washing powder
fu	fu; 
鲜	fresh; bright; delicious; little; rare; fresh; bright (in color); delicious; tasty; delicacy; aquatic foods||few; rare||fish; old variant of 鲜[xiān]
收集	gather; collect; collection; to gather; to collect
如一	consistent; the same; unvarying
沿海	coastal
城镇	town; city; town; cities and towns
厂商	manufacturer; firm; factory owner; manufacturer; producer
便条	Note; (informal) note/CL:张[zhāng],个[gè]
黑夜	night
不但	not only; not only (... but also ...)
就业	take up an occupation; to get a job; employment
赛	match; compete; contest; competition; to compete; competition; match; to surpass; better than; superior to; to excel
协会	association; an association; a society; CL:个[gè],家[jiā]
早餐	breakfast; breakfast/CL:份[fèn],顿[dùn],次[cì]
立场	position; standpoint; CL:个[gè]
电	lightning; electricity; electric (bound form); to get (or give) an electric shock; phone call or telegram etc; to send via telephone or telegram etc
补课	make up missed lessons; to make up missed lesson; to reschedule a class
不染尘	Untainted by dust; 
不仅仅	not just; not only; more than; not only; not just
