帆	sail; Taiwan pr. [fan2], except 帆布[fan1 bu4] canvas; to gallop; Taiwan pr. [fan2]
糙	rough; coarse
千	thousand; see 鞦韆|秋千[qiu1 qian1]
许	surname Xu; to allow; to permit; to promise; to praise; somewhat; perhaps
固	hard; strong; solid; sure; assuredly; undoubtedly; of course; indeed; admittedly
扯	to pull; to tear; to buy; to chat; to gossip; ridiculous; hokey; to pull; to tear
柱	pillar
系	to connect; to relate to; to tie up; to bind; to be; system; department; faculty; to tie; to fasten; to button up; to connect; to arrest; to worry
苦	bitter; hardship; pain; to suffer; to bring suffering to; painstakingly; strenuously; persistently; hard; painful
势	power; influence; potential; momentum; tendency; trend; situation; conditions; outward appearance; sign; gesture; male genitals
肘	elbow; pork shoulder
狡	crafty; cunning; sly
炼	to refine; to smelt; variant of 煉|炼[lian4]
发	to send out; to show; to issue; to develop; to make a bundle of money; classifier for gunshots; hair; Taiwan pr. [fa3]
榜	notice or announcement; list of names; public roll of successful examinees
侵	to invade; to encroach; to infringe; to approach
收	to receive; to accept; to collect; to put away; to restrain; to stop; in care of
墙	wall; to block
凡	ordinary; commonplace; mundane; temporal; of the material world; every; all; whatever; altogether; gist; outline; note of Chinese musical scale
存	to exist; to deposit; to store; to keep; to survive
危	surname Wei; danger; to endanger; Taiwan pr. [wei2]
茴	fennel
法	France; French; abbr. for 法國|法国[Fa3 guo2]; Taiwan pr. [Fa4]; law; method; way; to emulate; dharma; the Legalists; farad; law
鼓	drum; to drum; to strike; to rouse; to bulge; to swell; bulging; bursting
成	surname Cheng; to succeed; to finish; to complete; to accomplish; to become; to turn into; to be all right; OK!; one tenth
殖	to grow; to reproduce
童	surname Tong; child
识	to know; knowledge; Taiwan pr. [shi4]; to record; to write a footnote
压	to press; to push down; to keep under; pressure; used in 壓根兒|压根儿[ya4 gen1 r5] and 壓馬路|压马路[ya4 ma3 lu4] and 壓板|压板[ya4 ban3]
淋	to sprinkle; to drip; to pour; to drench; to filter; to strain; to drain; gonorrhea; strangury
罐	can; jar; pot
室	surname Shi; room; work unit; grave; scabbard; family or clan; one of the 28 constellations of Chinese astronomy
已	already; to stop; then; afterwards
赂	bribe; bribery
掌	palm of the hand; sole of the foot; paw; horseshoe; to slap; to hold in one's hand; to wield
瞩	to gaze at; to stare at
团	round; lump; ball; to roll into a ball; to gather; regiment; group; society; classifier for a lump or a soft mass: wad, ball, cloud; dumpling
嫌	to dislike; suspicion; resentment; enmity; abbr. for 嫌犯[xian2 fan4], criminal suspect
该	should; ought to; probably; must be; to deserve; to owe; to be sb's turn to do sth; that; the above-mentioned
越	generic word for peoples or states of south China or south Asia at different historical periods; abbr. for Vietnam 越南; to exceed; to climb over; to surpass; the more... the more
拽	to drag; to haul; to throw; to fling; alternate writing of 跩[zhuai3]; to pull; to tug at
园	surname Yuan; land used for growing plants; site used for public recreation; abbr. for a place ending in 園|园, such as a botanical garden 植物園|植物园, kindergarten 幼兒園|幼儿园 etc
蹦	to jump; to bounce; to hop
韭	leek
谣	popular ballad; rumor
领	neck; collar; to lead; to receive; classifier for clothes, mats, screens etc
阂	obstruct
亡	to die; to lose; to be gone; to flee; deceased
酝	to brew
启	variant of 啟|启[qi3]; Qi son of Yu the Great 禹[Yu3], reported founder of the Xia Dynasty 夏朝[Xia4 Chao2]; to open; to start; to initiate; to enlighten or awaken; to state; to inform
蕴	to accumulate; to hold in store; to contain; to gather together; to collect; depth; inner strength; profundity
推	to push; to cut; to refuse; to reject; to decline; to shirk; to put off; to delay; to push forward; to nominate; to elect; massage
原	surname Yuan; Hara; former; original; primary; raw; level; cause; source
赢	to beat; to win; to profit
蜡	candle; wax
处	to reside; to live; to dwell; to be in; to be situated at; to stay; to get along with; to be in a position of; to deal with; to discipline; to punish; place; location; spot; point; office; department; bureau; respect; classifier for locations or items of damage: spot, point; everywhere; in all respects
研	to grind; study; research
退	to retreat; to withdraw; to reject; to return; to decline
宿	surname Su; lodge for the night; old; former; night; classifier for nights; constellation
拨	to push aside with the hand, foot, a stick etc; to dial; to allocate; to set aside; to poke; to pluck; to turn round; classifier: group, batch
鸣	to cry; to make a sound; to voice
刑	surname Xing; punishment; penalty; sentence; torture; corporal punishment
掏	to fish out; to scoop
吩	used in 吩咐[fen1fu5]; used in transliteration of chemical compounds
膝	knee
片	disk; sheet; thin piece; flake; a slice; film; TV play; to slice; to carve thin; partial; incomplete; one-sided; classifier for slices, tablets, tract of land, area of water; classifier for CDs, movies, DVDs etc; used with numeral 一[yi1]: classifier for scenario, scene, feeling, atmosphere, sound etc; Kangxi radical 91
护	to protect
瞪	to openwide; to stare at; to glare at
遵	to observe; to obey; to follow; to comply with
罪	guilt; crime; fault; blame; sin
妄	absurd; fantastic; presumptuous; rash
皂	soap; black
绒	velvet; woolen
肢	limb
磨	to rub; to grind; to polish; to sharpen; to wear down; to die out; to waste time; to pester; to insist; grindstone; to grind; to turn round
袱	bundle wrapped in cloth
若	to seem; like; as; if
淘	to wash; to clean out; to cleanse; to eliminate; to dredge
题	surname Ti; topic; problem for discussion; exam question; subject; to inscribe; to mention
逻	patrol
如	as; as if; such as
业	surname Ye; line of business; industry; occupation; job; employment; school studies; enterprise; property; karma; deed; to engage in; already
报	to announce; to inform; report; newspaper; recompense; revenge
回	to circle; to go back; to turn around; to answer; to return; to revolve; Hui ethnic group; time; classifier for acts of a play; section or chapter; Hui ethnic group; time and again; every time; to curve; to return; to revolve
谁	who; also pr. [shui2]
蜂	bee; wasp
董	surname Dong; to supervise; to direct; director
冲	to dash against; to mix with water; to infuse; to rinse; to flush; to develop; to rise in the air; to clash; to collide with; excitedly; thoroughfare; to go straight ahead; to rush; to clash; powerful; vigorous; pungent; towards; in view of
寄	to send; to mail; to entrust; to depend on; to attach oneself to; to live; to lodge; foster
涩	astringent; tart; acerbity; unsmooth; rough; hard to understand; obscure
奴	slave
络	small net; net-like object; to hold sth in place with a net; to wind; to twist; channels in the human body
装	adornment; to adorn; dress; clothing; costume; to play a role; to pretend; to install; to fix; to wrap; to load; to pack
裹	to wrap around; bundle; parcel; package; to press into service; to pressgang; to make off with
药	leaf of the iris; medicine; drug; substance used for a specific purpose; to poison
内	inside; inner; internal; within; interior; panties
句	sentence; clause; phrase; classifier for phrases or lines of verse
屏	see 屏營|屏营[bing1 ying2]; to get rid of; to put aside; to reject; to keep control; to hold; screen
坐	surname Zuo; to sit; to take a seat; to take; to bear fruit
弊	detriment; fraud; harm; defeat
雾	fog; mist
衔	variant of 銜|衔[xian2]; bit; to hold in the mouth; to harbor; to link; to accept; rank; title
繁	complicated; many; in great numbers; abbr. for 繁體|繁体[fan2 ti3], traditional form of Chinese characters
徊	used in 徘徊[pai2 huai2]
铜	copper; see also 紅銅|红铜[hong2 tong2]
括	to enclose; to include; also pr. [gua1]
伟	big; large; great
实	real; true; honest; really; solid; fruit; seed; definitely
奇	odd; strange; odd; weird; wonderful; surprisingly; unusually
旗	flag; banner; flag; Manchu; administrative subdivision in inner Mongolia equivalent to 縣|县[xian4] county
云	to say; and so on; so and so; many and confused; surname Yun; abbr. for Yunnan Province 雲南省|云南省[Yun2 nan2 Sheng3]; cloud
个	used in 自個兒|自个儿[zi4 ge3 r5]; ; individual; each one individually; each and every
晴	clear; fine
爆	to explode or burst; to quick fry or quick boil
骄	proud; arrogant
啸	to whistle; to screech; to howl; to roar
振	to shake; to flap; to vibrate; to resonate; to rise up with spirit; to rouse oneself
梳	to comb; a comb
迈	to take a step; to stride
妒	to envy; jealous
灰	ash; dust; lime; gray; discouraged; dejected
录	to carve wood; surname Lu; diary; record; to hit; to copy
托	to hold up in one's hand; to support with one's palm; sth serving as a support: a prop, a rest; a shill; torr; to trust; to entrust; to be entrusted with; to act as trustee
官	surname Guan; government official; governmental; official; public; organ of the body
作	worker; workshop; troublesome; high-maintenance; to do; to engage in; to write; to compose; to pretend; to feign; to regard as; to consider to be; to be; to act the part of; to feel; writings; works
脾	spleen
似	used in 似的[shi4 de5]; to seem; to appear; to resemble; similar; -like; pseudo-; than
拿	variant of 拿[na2]; to hold; to seize; to catch; to apprehend; to take; 
定	to fix; to set; to make definite; to subscribe to; to book; to order; to congeal; to coagulate; definitely
宪	statute; constitution
凸	to stick out; protruding; convex; male; Taiwan pr. [tu2]; convex on both sides; biconvex
颂	ode; eulogy; to praise in writing; to wish
侥	by mere luck; used in 僬僥|僬侥[Jiao1 Yao2]
悲	sad; sadness; sorrow; grief
搞	to do; to make; to go in for; to set up; to get hold of; to take care of
诶	hey; hey; hey; hey; sigh
洋	ocean; vast; foreign; silver dollar or coin; vast; impressive; self-satisfied; immensely pleased with oneself
来	to come; ; hither; ever since; for the past; the coming ...; the next ...; in order to; approximately; 
赏	to bestow; to give; to hand down; a reward; to appreciate
床	bed; couch; classifier for beds
猫	cat; to hide oneself; modem
叕	to join together; to lack; narrow and shallow
坦	flat; open-hearted; level; smooth
帜	flag
嘛	used in 唵嘛呢叭咪吽[an3 ma2 ni2 ba1 mi1 hong1]; what?; modal particle indicating that sth is obvious; particle indicating a pause for emphasis
闯	to rush; to charge; to dash; to break through; to temper oneself
音	sound; noise; note; tone; news; syllable; reading
主	owner; master; host; individual or party concerned; God; Lord; main; to indicate or signify; trump card
匆	hurried; hasty; hurriedly; variant of 匆[cong1]
滚	to boil; to roll; to take a hike; Get lost!; nickname for a panda; to surge on; to roll on
严	surname Yan; tight; stern; strict; rigorous; severe; father
野	erroneous variant of 野[ye3]; field; plain; open space; limit; boundary; rude; feral
东	surname Dong; east; host; landlord; thing; item; stuff
某	some; a certain; sb or sth indefinite; such-and-such; so-and-so; such-and-such
叭	denote a sound or sharp noise
零	zero; nought; zero sign; fractional; fragmentary; odd; ; fraction; remainder; extra; to wither and fall; to wither
沮	to destroy; to stop
肴	meat dishes; mixed viands
施	surname Shi; to put into effect; to distribute; to apply
攻	to attack; to accuse; to study
厂	"cliff" radical in Chinese characters, occurring in 原, 历, 压 etc; factory; yard; depot; workhouse; works; plant
缩	to withdraw; to pull back; to contract; to shrink; to reduce; abbreviation; also pr. [su4]
帝	emperor
遮	to cover up; to screen off; to hide; to conceal
屎	feces; excrement; a stool; secretion
既	already; since; both...
寂	silent; solitary; Taiwan pr. [ji2]; quiet
务	affair; business; matter; to be engaged in; to attend to; by all means
冻	to freeze; to feel very cold; aspic or jelly
鬼	disembodied spirit; ghost; devil; person with a certain vice or addiction etc; one of the 28 constellations of ancient Chinese astronomy
弯	to bend; bent; a bend; a turn; Wan Wan, Taiwanese blogger and cartoonist
罚	to punish; to penalize; to fine
碌	used in 碌碡[liu4 zhou5]; Taiwan pr. [lu4]; 
泼	to splash; to spill; rough and coarse; brutish
鸡	fowl; chicken; prostitute; penis
碎	to break into pieces; to shatter; to crumble; broken; fragmentary; scattered; garrulous
量	to measure; capacity; quantity; amount; to estimate; abbr. for 量詞|量词[liang4 ci2], classifier; measure word
先	beforehand; first; earlier; at first; originally; for the time being; for now; my late
驻	to halt; to stay; to be stationed
行	row; line; commercial firm; line of business; profession; to rankamong one's siblings; row; column; to walk; to go; to travel; a visit; temporary; makeshift; current; in circulation; to do; to perform; capable; competent; effective; all right; OK!; will do; behavior; conduct; Taiwan pr. [xing4] for the behavior-conduct sense
盒	small box; case
杨	surname Yang; poplar
柴	surname Chai; firewood; lean; thin
阱	pitfall; trap
崭	variant of 嶄|崭[zhan3]; towering; prominent; very; extremely; marvelous; excellent
育	to have children; to raise or bring up; to educate
辖	linchpin; to govern; to have jurisdiction over
论	abbr. for 論語|论语[Lun2 yu3], The Analects; opinion; view; theory; doctrine; to discuss; to talk about; to regard; to consider; per; by the
修	surname Xiu; to decorate; to embellish; to repair; to build; to write; to cultivate; to study; to take
猎	hunting
慎	careful; cautious
阔	rich; wide; broad
垂	to hang; droop; dangle; bend down; hand down; bequeath; nearly; almost; to approach; gradually; to drop
殴	surname Ou; to beat up; to hit sb
藐	to despise; small; contemptuous; high and distant; mysterious; grand; magnificent
弹	crossball; bullet; shot; shell; ball; to pluck; to play; to spring or leap; to shoot; to fluff or tease; to flick; to flip; to accuse; to impeach; elastic
磅	scale; to weigh; pound; point; used in 磅礴[pang2 bo2]; Taiwan pr. [pang1]
艺	skill; art
或	maybe; perhaps; might; possibly; or
拔	to pull up; to pull out; to draw out by suction; to select; to pick; to stand out; to surpass; to seize
吝	stingy
碧	green jade; bluish green; blue; jade
养	to raise; to bring up; to keep; to support; to give birth
慨	to sigh; indignant; generous; to sigh
忆	to recollect; to remember; memory
维	abbr. for Uighur 維吾爾|维吾尔[Wei2 wu2 er3]; surname Wei; to preserve; to maintain; to hold together; dimension; vitamin
另	other; another; separate; separately
兰	surname Lan; abbr. for Lanzhou 蘭州|兰州[Lan2 zhou1], Gansu; orchid; fragrant thoroughwort; lily magnolia
谨	cautious; careful; solemnly; sincerely
此	this; these
同	like; same; similar; together; alike; with; see 衚衕|胡同[hu2 tong4]
怯	timid; cowardly; rustic; Taiwan pr. [que4]
蛇	snake; serpent
痴	imbecile; sentimental; stupid; foolish; silly; foolish; stupid; lost in thought; in a daze
缓	slow; unhurried; sluggish; gradual; not tense; relaxed; to postpone; to defer; to stall; to stave off; to revive; to recuperate; slowly; unhurriedly; little by little
鹿	deer
仪	apparatus; rites; appearance; present; ceremony
森	Mori; densely wooded; multitudinous; gloomy; forbidding; dense; thick; ghastly; eerie
向	surname Xiang; towards; to face; to turn towards; direction; to support; to side with; shortly before; formerly; always; all along; suitable for ...; oriented to ...; to tend toward; to guide; variant of 向[xiang4]; direction; orientation; to face; to turn toward; to; towards; shortly before; formerly
盐	salt
给	to; for; for the benefit of; to give; to allow; to do sth; ; ; ; to supply; to provide
择	to select; to choose; to pick over; to pick out; to differentiate; to eliminate; also pr. [zhai2]
龙	surname Long; dragon; imperial
撩	to lift up; to raise; to pull up; to sprinkle; to tease; to provoke; to stir up
石	surname Shi; abbr. for Shijiazhuang 石家莊|石家庄[Shi2 jia1 zhuang1]; dry measure for grain equal to ten dou 斗[dou3]; one hundred liters; ancient pr. [shi2]; rock; stone; stone inscription; one of the eight categories of ancient musical instruments 八音[ba1 yin1]
喇	sound of wind, rain etc; 
嘴	mouth; beak; nozzle; spout
缘	cause; reason; karma; fate; predestined affinity; margin; hem; edge; along
惋	to sigh in regret or pity; Taiwan pr. [wan4]
堕	to fall; to sink; to degenerate
烤	to roast; to bake; to broil
俯	to look down; to stoop
面	face; side; surface; aspect; top; classifier for objects with flat surfaces such as drums, mirrors, flags etc; multiple viewpoints; flour; noodles; soft; ineffectual; spineless
腹	abdomen; stomach; belly
孕	pregnant
蒂	stem
事	matter; thing; item; work; affair; everything
慌	to get panicky; to lose one's head; unbearably; terribly
怕	surname Pa; to be afraid; to fear; to dread; to be unable to endure; perhaps
溃	used in 潰膿|溃脓[hui4 nong2]; Taiwan pr. [kui4]; to break through a dam or dike; to break through; to be routed; to be overrun; to fall to pieces; to fester; to ulcerate
颇	surname Po; Taiwan pr. [Po3]; rather; quite; considerably; oblique; inclined; slanting; Taiwan pr. [po3]
太	highest; greatest; too; very; extremely; married woman; Mrs.; Madam; wife
喝	to drink; to shout
谐	harmonious; humorous; to reach agreement
粹	pure; unmixed; essence
创	variant of 創|创[chuang4]; a wound; to wound; to initiate; to create; to achieve
常	surname Chang; always; ever; often; frequently; common; general; constant; frequently; often
旅	trip; travel; to travel; brigade
印	surname Yin; abbr. for 印度[Yin4 du4]; to print; to mark; to engrave; a seal; a print; a stamp; a mark; a trace; image
秩	order; orderliness; ten years
巩	secure; solid
敷	to spread; to lay out; to apply; sufficient; enough
态	; appearance; shape; form; state; attitude; voice
夫	husband; man; manual worker; conscripted laborer; this, that; he, she, they; ; 
兢	to be fearful; apprehensive
挪	to shift; to move
垄	ridge between fields; crop row; mounded soil forming a ridge in a field; grave mound
斑	spot; colored patch; stripe; spotted; striped; variegated; full of stains or spots
醒	to wake up; to be awake; to become aware; to sober up; to come to
隆	surname Long; short for 吉隆坡[Ji2 long2 po1], Kuala Lumpur; sound of drums; grand; intense; prosperous; to swell; to bulge; rumble
歧	divergent; side road
操	to grasp; to hold; to operate; to manage; to control; to steer; to exercise; to drill; to play; to speak
奋	to exert oneself
坝	dam; dike; embankment
丰	luxuriant; buxom; variant of 風|风[feng1]; appearance; charm; surname Feng; abundant; plentiful; fertile; plump; great
追	to sculpt; to carve; musical instrument; to chase; to pursue; to look into; to investigate; to reminisce; to recall; to court; to binge-watch; retroactively; posthumously
右	right; right-hand side; right of center; west; the right side as the side of precedence
澡	bath
棉	generic term for cotton or kapok; cotton; padded or quilted with cotton
吃	to eat; to consume; to eat at; to eradicate; to destroy; to absorb; to suffer; sound of muffled laughter; sound of stammering
纽	to turn; to wrench; button; nu
蠛	minute flies
反	contrary; in reverse; inside out or upside down; to reverse; to return; to oppose; opposite; against; anti-; to rebel; to use analogy; instead; abbr. for 反切[fan3 qie4] phonetic system
聚	to assemble; to gather; poly-
洗	to wash; to bathe; to develop; to shuffle; to erase
足	excessive; foot; leg; sufficient; ample; as much as; fully; fully; no less than; as much as; extremely
溉	to irrigate
觉	a nap; a sleep; to feel; to find that; thinking; awake; aware
畴	arable fields; cultivated field; class; category
召	surname Shao; name of an ancient state that existed in what is now Shaanxi Province; to call together; to summon; to convene; temple or monastery
特	special; unique; distinguished; especially; unusual; very; abbr. for 特克斯[te4 ke4 si1], tex
柚	pomelo; shaddock; oriental grapefruit
凄	intense cold; frigid; dismal; grim; bleak; sad; mournful; also written 淒|凄[qi1]; sad; mournful; intense cold; frigid; dismal; grim; bleak; sad; mournful; cold and dismal
钩	to hook; to sew; to crochet; hook; check mark or tick; window catch
昆	used in place names, notably Kunlun Mountains 崑崙|昆仑[Kun1 lun2]; ; descendant; elder brother; a style of Chinese poetry
衬	against the skin; to line; lining; to contrast with; to assist financially
爱	to love; to be fond of; to like; affection; to be inclined; to tend to; to make love
饼	round flat cake; cookie; cake; pastry
喘	to gasp; to pant; asthma
标	mark; sign; label; to mark with a symbol, label, lettering etc; to bear; prize; award; bid; target; quota; the topmost branches of a tree; visible symptom; classifier for military units
底	; background; bottom; base; end; remnants; radix; base
暄	genial and warm
几	small table; almost; how much; how many; several; a few
芝	Zoysia pungens
纠	to gather together; to investigate; to entangle; to correct
晓	dawn; daybreak; to know; to let sb know; to make explicit
昌	surname Chang; prosperous; flourishing
早	early; morning; Good morning!; long ago; prematurely
抓	to grab; to catch; to arrest; to snatch; to scratch
鲈	common perch; bass
哮	pant; roar; bark; Taiwan pr. [xiao1]
肃	surname Su; respectful; solemn; to eliminate; to clean up
师	surname Shi; teacher; master; expert; model; army division; troops; to dispatch troops
宾	visitor; guest; object
蒙	drizzle; mist; to deceive; to cheat; to hoodwink; to make a wild guess; blind; dim-sighted; surname Meng; Mongol ethnic group; abbr. for Mongolia 蒙古國|蒙古国[Meng3 gu3 guo2]; Taiwan pr. [Meng2]; unconscious; dazed; stunned; to cover; ignorant; to suffer; to receive; to cheat; drizzle
拍	to pat; to clap; to slap; to swat; to take; to shoot; racket; beat
磕	to tap; to knock; to knock; knocking
闲	enclosure; unoccupied; leisure; idle; unoccupied; leisure
浸	to immerse; to soak; to steep; gradually
茎	stalk; stem
钙	calcium
魂	soul; spirit; immortal soul
忌	to be jealous of; fear; dread; scruple; to avoid or abstain from; to quit; to give up sth
卓	surname Zhuo; outstanding
流	to flow; to disseminate; to circulate or spread; to move or drift; to degenerate; to banish or send into exile; stream of water or sth resembling one; class, rate or grade
去	to go; to go to; last; just passed; to send; to remove; to get rid of; to reduce; to be apart from in space or time; to die; to play; to go in order to do sth; ; 
嘉	surname Jia; excellent; auspicious; to praise; to commend
玩	to play; to have fun; to trifle with; toy; sth used for amusement; curio or antique; to keep sth for entertainment; Taiwan pr. [wan4]
风	wind; news; style; custom; manner
僵	rigid; deadlock; stiff
撼	to shake; to vibrate
威	power; might; prestige
废	to abolish; to abandon; to abrogate; to discard; to depose; to oust; crippled; abandoned; waste; disabled
腕	wrist; arm
励	surname Li; to encourage; to urge
卷	to roll up; roll; classifier for small rolled things; scroll; book; volume; chapter; examination paper; classifier for books, paintings: volume, scroll; to roll up; to sweep up; to carry along; a roll; classifier for rolls, spools etc
栗	cold; chilly; to tremble with fear; surname Li; chestnut
耿	surname Geng; bright; brilliant; honest; upright; bright; devoted; having sth on one's mind; troubled
每	each; every; often
皆	all; each and every; in all cases
挑	to carry on a shoulder pole; to choose; to pick; to nitpick; to raise; to dig up; to poke; to prick; to incite; to stir up
狠	ruthless; fierce; ferocious; determined; resolute; to harden; resolutely; firmly; ferociously; ruthlessly
淆	confused and disorderly; mixed; Taiwan pr. [yao2]
愈	the more...; to recover; to heal; better; to heal
认	to recognize; to know; to admit
坟	grave; tomb; embankment; mound; ancient book
指	finger; to point at or to; to indicate or refer to; to depend on; to count on; to stand on end
川	abbr. for Sichuan Province 四川[Si4 chuan1] in southwest China; river; creek; plain; an area of level country
艰	difficult; hard; hardship
抒	to express; to give expression to; to relieve
仁	humane; kernel
丧	mourning; funeral; corpse; to lose sth abstract but important; to be bereaved of; to die; disappointed; discouraged
呆	foolish; stupid; expressionless; blank; to stay
傻	foolish
拢	to gather together; to collect; to approach; to draw near to; to add; to sum up; to comb
租	to hire; to rent; to charter; to rent out; to lease out; rent; land tax
住	to live; to dwell; to stay; to reside; to stop; 
神	God; god; deity; supernatural; magical; mysterious; spirit; mind; energy; lively; expressive; look; expression; awesome; amazing
百	surname Bai; hundred; numerous; all kinds of
脱	to shed; to take off; to escape; to get away from; Toktoghan, Mongol politician during the Yuan dynasty, prime minister until 1345, compiled three dynastic histories of Song 宋史, Liao 遼史|辽史 and Jin 金史; also written Tuoketuo 托克托
抑	to restrain; to restrict; to keep down; or
虹	rainbow
框	frame; casing; fig. framework; template; to circle; to frame; to restrict; Taiwan pr. [kuang1]; a frame; a circle; set pattern; convention; restriction
然	correct; right; so; thus; like this; -ly
唆	to suck; to incite
撕	to tear
儒	scholar; Confucian
否	to negate; to deny; not; clogged; evil
抹	to wipe; to smear; to wipe; to erase; classifier for wisps of cloud, light-beams etc; to plaster; to go around; to skirt
漏	to leak; to divulge; to leave out by mistake; waterclock or hourglass
熨	reconciled; smooth; an iron; to iron
嫩	young and tender; tender; lightly cooked; light; inexperienced; unskilled
悉	in all cases; know
棵	classifier for trees, cabbages, plants etc
诺	to consent; to promise; yes!
番	surname Pan; foreign; barbarian; classifier for processes or actions that take time and effort; a kind; a sort; ; time and time again
洽	accord; to make contact; to agree; to consult with; extensive
暗	dark; to turn dark; secret; hidden; confused; ignorant; secretly; inwardly; to close; to eclipse; dark
坠	to fall; to drop; to weigh down
枪	surname Qiang; gun; firearm; rifle; spear; thing with shape or function similar to a gun; to substitute for another person in a test; to knock; classifier for rifle shots; rifle; spear
味	taste; smell; feel; quality; sense; classifier for ingredients of a medicine prescription
型	mold; type; style; model
炮	to sauté; to fry; to dry by heating; to prepare herbal medicine by roasting or parching; cannon; firecracker
样	manner; pattern; way; appearance; shape; classifier: kind, type; all kinds
制	system; to control; to regulate; to manufacture; to make
贫	poor; inadequate; deficient; garrulous
盟	oath; pledge; union; to ally; league, a subdivision corresponding to prefecture in Inner Mongolia
频	frequency; frequently; repetitious; repeatedly; again and again; continuously; constantly
掰	to break off or break open sth with one's hands; to break off; bye-bye
谓	surname Wei; to speak; to say; to name; to designate; meaning; sense
牺	sacrifice
乎	in; at; from; because; than; 
恢	to restore; to recover; great; vast; extensive
兆	surname Zhao; omen; to foretell; million; mega-; trillion; tera-; billion
盾	shield; Vietnamese dong; currency unit of several countries
虾	used in 蝦蟆|虾蟆[ha2 ma5]; shrimp; prawn
禁	to endure; to prohibit; to forbid
凑	to gather together, pool or collect; to happen by chance; to move close to; to exploit an opportunity
脚	foot; leg; base; classifier for kicks
日	abbr. for 日本[Ri4 ben3], Japan; sun; day; date, day of the month; every day
胜	victory; success; to beat; to defeat; to surpass; victorious; superior to; to get the better of; better than; surpassing; superb; beautiful; wonderful; able to bear; equal to
慷	used in 慷慨|慷慨[kang1 kai3]
很	; quite; very; awfully
椅	chair
驱	old variant of 驅|驱[qu1]; to expel; to urge on; to drive; to run quickly
撞	to knock against; to bump into; to run into; to meet by accident
彻	thorough; penetrating; to pervade; to pass through
瓣	petal; segment; clove; piece; section; fragment; valve; lamella; classifier for pieces, segments etc
良	good; very; very much
冷	surname Leng; cold; coldly
贷	to lend on interest; to borrow; a loan; leniency; to make excuses; to pardon; to forgive
见	to see; to meet; to appear; to interview; opinion; view; to appear; also written 現|现[xian4]
考	to beat; to hit; to inspect; to test; to take an exam; to check; to verify; to test; to examine; to take an exam; to take an entrance exam for; deceased father
蜜	honey
哲	wise; a sage
玻	glass
虽	although; even though
版	a register; block of printing; edition; version; page
嗽	to cough
拜	to pay respect; worship; visit; salute; bye-bye; also pr. [bai1 bai1] etc; to part ways; to have nothing further to do; to pay one's respects by bowing with hands in front of one's chest clasping joss sticks, or with palms pressed together; religious ceremony in which offerings are made to a deity
巴	Ba state during Zhou dynasty; abbr. for east Sichuan or Chongqing; surname Ba; abbr. for Palestine or Palestinian; abbr. for Pakistan; to long for; to wish; to cling to; to stick to; sth that sticks; close to; next to; spread open; informal abbr. for bus 巴士[ba1 shi4]; bar; nominalizing suffix on certain nouns, such as 尾巴[wei3 ba5], tail; very; extremely
耗	to waste; to spend; to consume; to squander; news; to delay; to dilly-dally
拥	to hold in one's arms; to embrace; to surround; to gather around; to throng; to swarm; to support; to have; to possess; Taiwan pr. [yong3]
趋	to hasten; to hurry; to walk fast; to approach; to tend towards; to converge
渠	surname Qu; how can it be that?; big; stream or canal; drain; ditch; him; outer rim of a carriage wheel
厨	kitchen
一	one; single; a; as soon as; entire; whole; all; throughout; "one" radical in Chinese characters; also pr. [yao1] for greater clarity when spelling out numbers digit by digit; one by one; one after another
眯	to blind; Taiwan pr. [mi3]; to narrow one's eyes; to squint; to take a nap
笼	enclosing frame made of bamboo, wire etc; cage; basket; steamer basket; to envelop; to cover; large box; Taiwan pr. [long2]
耻	shame; humiliation; disgrace
敢	to dare; daring; may I venture
隐	secret; hidden; concealed; crypto-; to lean upon; faint; indistinct
秃	bald; barren; bare; denuded; blunt; unsatisfactory; lacking something
斟	to pour; to deliberate
绳	rope
肤	skin
板	board; plank; plate; shutter; table tennis bat; clappers; accented beat in Chinese music; hard; stiff; to stop smiling or look serious; solemn; see 老闆|老板, boss; to catch sight of in a doorway
配	to join; to fit; to mate; to mix; to match; to deserve; to make up; to allocate
绩	to spin; merit; accomplishment; Taiwan pr. [ji1]
蒸	to evaporate; to steam; torch made from hemp stalks or bamboo; finely chopped firewood
陪	to accompany; to keep sb company; to assist
舅	maternal uncle; mother's brother; maternal uncle
词	word; statement; speech; lyrics; a form of lyric poetry, flourishing in the Song dynasty 宋朝|宋朝[Song4 chao2]
氛	miasma; vapor
抢	to knock against; opposite in direction; contrary; to fight over; to rush; to scramble; to grab; to rob; to snatch
馋	gluttonous; greedy; to have a craving
症	disease; illness; abdominal tumor; bowel obstruction; sticking point
鞠	surname Ju; to incline; to bow; leather ball used in ancient times; to bring up; to rear; Taiwan pr. [ju2]
泰	Mt Tai 泰山[Tai4 Shan1] in Shandong; abbr. for Thailand; safe; peaceful; most; grand
违	to disobey; to violate; to separate; to go against
奢	extravagant
水	surname Shui; water; river; liquid; beverage; additional charges or income; classifier for number of washes
街	street
纯	pure; simple; unmixed; genuine
峭	high and steep; precipitous; severe or stern
遣	to dispatch; to send; to drive away; to dispel
贯	to pierce through; to pass through; to be stringed together; string of 1000 cash
朗	clear; bright
攀	to climb; to implicate; to claim connections of higher status
朽	rotten
没	have not; not; drowned; to end; to die; to inundate
憾	regret
粗	wide; thick; coarse; gruff; rough; crude; careless; rude; remote; distant
乏	short of; tired
